3,1,"20,21,23,9,12,13,19",17,11,28
4,1,"22,15,2,11,17,25,4,24,6,8",19,8,27
machine,batch,jobs,starting time,processing time,completion time
1,1,"9,2",10,14,24
2,1,"15,18,6",9,13,22
3,1,"7,10,23,4,11",18,12,30
4,1,"16,24,14,19,21,12,22,8",19,9,28
2,2,"20,1,3",19,3,22
2,3,"5,13,17,25",17,2,19
machine,batch,jobs,starting time,processing time,completion time
1,1,"8,20",18,9,27
2,1,"23,24,1,2",25,9,34
3,1,"6,15,7,17,13,18,19",26,8,34
4,1,"4,10,14,25,9,12,22,3,11",28,5,33
1,2,"5,16",21,1,22
1,3,21,14,1,15
machine,batch,jobs,starting time,processing time,completion time
1,1,"8,2",26,9,35
2,1,"12,19,10",19,8,27
3,1,"23,18,20,13,21",22,7,29
4,1,"4,5,14,22,1,3,11,24,6",25,4,29
2,2,"15,16,7,9",20,2,22
2,3,"17,25",9,1,10
machine,batch,jobs,starting time,processing time,completion time
1,1,"10,17,20,2",19,14,33
2,1,"25,3,4,11",20,13,33
3,1,"16,24,12,22,6,13,9",28,12,40
4,1,"23,1,15,21,7,8,14,18,19,5",24,6,30
machine,batch,jobs,starting time,processing time,completion time
1,1,23,13,14,27
2,1,"16,1",24,13,37
3,1,"7,10,15,11,12",28,12,40
4,1,"19,22,8,25,2,13,17,21",28,8,36
1,2,24,14,6,20
1,3,4,28,5,33
1,4,"18,3",21,4,25
1,5,"6,9",28,3,31
1,6,14,10,2,12
1,7,5,13,1,14
1,8,20,14,1,15
machine,batch,jobs,starting time,processing time,completion time
1,1,"8,18,21",19,9,28
2,1,"22,24,3,6,11",14,9,23
3,1,"20,23,5,9,14,17",18,8,26
4,1,"2,10,1,4,7,12,13,19,25,16",18,6,24
2,2,15,14,1,15
machine,batch,jobs,starting time,processing time,completion time
1,1,"4,8",16,9,25
2,1,"17,5,6",13,9,22
3,1,"9,12,14,10,21",18,8,26
4,1,"1,2,13,15,20,22,11",17,6,23
2,2,"16,18",18,5,23
2,3,"25,3,19",8,5,13
2,4,"7,23,24",15,1,16
machine,batch,jobs,starting time,processing time,completion time
1,1,"8,14",8,14,22
2,1,"15,25,9,11",19,14,33
3,1,"13,17,2,12,21,3,7,24",19,11,30
4,1,"1,5,18,19,22,23,20,10,4",13,6,19
4,2,"6,16",10,1,11
machine,batch,jobs,starting time,processing time,completion time
1,1,1,18,14,32
2,1,"2,3,4,11,18",17,14,31
3,1,"15,16,13,19,9,20",17,13,30
4,1,"10,24,5,8,22,7,14",10,9,19
4,2,"6,21,12,17,23,25",19,3,22
machine,batch,jobs,starting time,processing time,completion time
1,1,"12,15",13,9,22
2,1,"18,20,7,11",18,9,27
3,1,"16,22,1,9,19,8",28,8,36
4,1,"17,21,23,3,5,6,10,13,2,4,14",28,6,34
1,2,"25,24",21,2,23
machine,batch,jobs,starting time,processing time,completion time
1,1,"9,5",28,9,37
2,1,"17,19,2",8,7,15
3,1,"12,6,20,22,4,11,13",29,6,35
4,1,"18,7,16,25,1,3,8,10,14",28,3,31
2,2,"15,21,23,24",25,1,26
machine,batch,jobs,starting time,processing time,completion time
1,1,"6,17,7",21,14,35
2,1,"2,12,22,25",29,11,40
3,1,"18,19,5,1,14,3,10",25,10,35
4,1,"16,4,13,20,8,21,24,11,15,23,9",24,6,30
machine,batch,jobs,starting time,processing time,completion time
1,1,"10,8",18,14,32
2,1,"11,13,21,20",24,13,37
3,1,"4,14,24,25,12,18,9",29,10,39
4,1,"22,19,23,6,3,16,17,1",28,8,36
1,2,"2,5",13,2,15
1,3,"7,15",27,1,28
machine,batch,jobs,starting time,processing time,completion time
1,1,"5,14",12,9,21
2,1,"11,13,15,23",14,8,22
3,1,"1,7,21,3,10,19,20",18,7,25
4,1,"25,12,24,6,8,9,16,18,22",15,6,21
4,2,"2,4,17",12,2,14
machine,batch,jobs,starting time,processing time,completion time
1,1,"1,8",11,9,20
2,1,"14,15,2",12,9,21
3,1,"11,12,19,22,4",18,8,26
4,1,"5,18,25,3,13,21,7,9,10",19,7,26
1,2,"20,17",19,4,23
2,2,"6,16",16,2,18
2,3,"23,24",7,2,9
machine,batch,jobs,starting time,processing time,completion time
1,1,"3,5,24",19,14,33
2,1,"20,21,6,9",14,10,24
3,1,"12,4,13,10,14,19,23,7",16,9,25
4,1,"25,1,8,15,16,17,22,2,11,18",18,6,24
machine,batch,jobs,starting time,processing time,completion time
1,1,"11,12",19,14,33
2,1,"18,21,19",8,14,22
3,1,"7,9,13,3,15,22",18,12,30
4,1,"24,14,17,23,6,5,25,2,16",13,9,22
4,2,"4,8,20,1,10",12,4,16
machine,batch,jobs,starting time,processing time,completion time
1,1,"6,25",12,9,21
2,1,"3,15,20,18,22",26,8,34
3,1,"10,12,17,21,23,1,7",23,6,29
4,1,"8,11,14,24,4,5,9,13,16,2,19",28,4,32
machine,batch,jobs,starting time,processing time,completion time
1,1,"3,5",18,9,27
2,1,"21,1,13,22,8",27,9,36
