2,2,"13,1,8",4,14,18
3,1,"7,18,23,17,14",12,9,21
4,1,"19,24,5,6,22,21,25",17,10,27
1,2,"15,20",18,7,25
2,3,"2,3,9",19,14,33
3,2,"12,16",19,14,33
machine,batch,jobs,starting time,processing time,completion time
1,1,"7,5",3,7,10
2,1,"11,17,24,3",8,8,16
3,1,"10,8,15,4,9,12",16,8,24
4,1,"1,18,16,19,6,2,13,14,21,23,20",28,9,37
1,2,"22,25",28,7,35
machine,batch,jobs,starting time,processing time,completion time
1,1,"12,19",2,5,7
2,1,"10,14",4,2,6
2,2,"21,25,8",9,5,14
1,2,"1,24",11,9,20
3,1,"18,11,23,9,2",16,8,24
4,1,"22,5,3,16,4,20,7,13",24,9,33
2,3,"6,17,15",29,9,38
machine,batch,jobs,starting time,processing time,completion time
1,1,"9,23",1,14,15
2,1,"4,14,25,16,5",12,12,24
3,1,"18,11,10,2,1,7",19,12,31
4,1,"19,22,3,24,15,21,6,17,8,12,13",28,13,41
1,2,20,29,6,35
machine,batch,jobs,starting time,processing time,completion time
1,1,"10,17",3,2,5
1,2,"3,24",5,5,10
2,1,"9,25,2",13,12,25
3,1,"11,14,22,13,15,1",19,14,33
4,1,"6,19,20,12,5,7,4,16",25,13,38
1,3,"21,18",28,11,39
2,2,"23,8",29,6,35
machine,batch,jobs,starting time,processing time,completion time
1,1,"4,19,25",5,9,14
2,1,"1,23,11,7,5",11,9,20
3,1,"16,18,9,6,15,20,10,3",16,9,25
4,1,"13,17,21,2,12,14,8,22,24",19,8,27
machine,batch,jobs,starting time,processing time,completion time
1,1,"9,10",1,4,5
1,2,13,1,5,6
2,1,"16,19",1,9,10
1,3,22,2,2,4
1,4,"11,17",3,5,8
3,1,"5,25,15,2,1",8,9,17
1,5,"8,20,18",9,5,14
4,1,"4,21,6,7,24,12,14,3",19,9,28
2,2,23,19,3,22
machine,batch,jobs,starting time,processing time,completion time
1,1,"13,15",1,8,9
2,1,"22,24,7,11,1",6,13,19
3,1,"3,4,19,20,5,23,18,10",12,14,26
4,1,"25,2,14,21,8,9,16,12,6,17",19,14,33
machine,batch,jobs,starting time,processing time,completion time
1,1,"2,4",1,13,14
2,1,"10,18",1,13,14
3,1,"19,11,12,15,20",6,13,19
4,1,"5,13,14,21,6,7,1,9,8,25",12,14,26
2,2,"16,24,17",17,9,26
1,2,"23,3,22",19,11,30
machine,batch,jobs,starting time,processing time,completion time
1,1,"8,16,2",5,9,14
2,1,"18,19,3,1",8,8,16
3,1,"14,25,12,22,17,21",14,7,21
4,1,"10,15,23,20,5,6,11,24,7,13",26,9,35
1,2,"4,9",28,5,33
machine,batch,jobs,starting time,processing time,completion time
1,1,"16,23",4,7,11
2,1,"5,17,4",8,4,12
3,1,"10,15,9,25,24,3",13,7,20
4,1,"8,1,12,21,13,6,20,19,7",20,9,29
1,2,"18,22",22,6,28
2,2,"14,11,2",26,8,34
machine,batch,jobs,starting time,processing time,completion time
1,1,"11,3,10",2,14,16
2,1,"16,17,2,9,5",5,14,19
3,1,"24,21,23,6,7,4,8,14",14,12,26
4,1,"18,20,22,25,1,19,12,15,13",28,14,42
machine,batch,jobs,starting time,processing time,completion time
1,1,"15,3",6,10,16
2,1,"10,25,9,17",8,11,19
3,1,"14,12,7,5",13,12,25
4,1,"23,20,24,16,21,2",20,14,34
1,2,18,21,4,25
2,2,"19,13,22",23,8,31
1,3,1,24,12,36
3,2,"4,6,8,11",28,9,37
machine,batch,jobs,starting time,processing time,completion time
1,1,"13,8,21",2,9,11
2,1,"3,1,2,25,7",8,8,16
3,1,"24,9,20,23,5,10,14",11,9,20
4,1,"11,6,15,19,22,16,4,12,17,18",19,9,28
machine,batch,jobs,starting time,processing time,completion time
1,1,"15,1",2,6,8
2,1,"24,21,3,20",4,7,11
3,1,"17,19,5,25,11,14",9,9,18
1,2,9,10,8,18
4,1,"4,7,16,22,6,2,23",15,9,24
2,2,"8,13,10,12",18,9,27
1,3,18,18,5,23
machine,batch,jobs,starting time,processing time,completion time
1,1,"23,12",4,10,14
2,1,"14,18,1",6,14,20
3,1,"4,5,7,20,25,2,8",8,14,22
4,1,"9,21,6,13,16,19,22,17,10,11",13,11,24
1,2,"3,15",19,14,33
2,2,24,19,7,26
machine,batch,jobs,starting time,processing time,completion time
1,1,"8,11",2,14,16
2,1,"19,22,4,10",4,14,18
3,1,"7,23,24,3,16,21",7,14,21
4,1,"5,15,14,9,25,2,13,12",16,14,30
1,2,"6,18",17,14,31
2,2,"20,1",18,14,32
3,2,17,19,1,20
machine,batch,jobs,starting time,processing time,completion time
1,1,"16,12",3,9,12
2,1,"5,3,7,20",6,9,15
3,1,"21,23,13,2,10,15,6,8",14,9,23
4,1,"17,18,22,11,25,24,1,19,14",27,9,36
1,2,"4,9",28,7,35
machine,batch,jobs,starting time,processing time,completion time
1,1,"17,21,24",6,7,13
2,1,"19,2",8,7,15
3,1,"22,3,15,10,8,18",18,4,22
4,1,"7,16,25,12,14,4,23,5,11,1",28,7,35
1,2,"6,9",28,9,37
2,2,"13,20",29,4,33
machine,batch,jobs,starting time,processing time,completion time
1,1,"7,10,11",2,12,14
2,1,"13,14,22,1",9,11,20
3,1,"18,15,17,25,4,8,5,9",17,13,30
4,1,"12,24,3,21,6,16,20,23,19,2",29,14,43
machine,batch,jobs,starting time,processing time,completion time
1,1,"17,23",3,6,9
2,1,"5,25,3,1",7,10,17
3,1,"9,10,14,6,11,19,2",13,14,27
4,1,"7,20,8,18,21,22,24,13",24,13,37
1,2,4,26,10,36
2,2,"15,16,12",29,9,38
machine,batch,jobs,starting time,processing time,completion time
1,1,"12,15",2,8,10
2,1,"2,14,25,8",6,9,15
3,1,"23,4,9,5,16,17",12,9,21
4,1,"20,13,18,24,1,11,19,22,3",15,8,23
1,2,"6,7",15,7,22
2,2,"10,21",18,7,25
machine,batch,jobs,starting time,processing time,completion time
1,1,"22,18",4,8,12
2,1,"23,1",5,9,14
3,1,"12,24,4,21,2,6",9,8,17
4,1,"13,15,25,8,14,3,9,10,7",14,9,23
1,2,11,16,8,24
2,2,"16,19,20",18,8,26
3,2,"5,17",19,7,26
machine,batch,jobs,starting time,processing time,completion time
1,1,"22,15,12,3",6,14,20
2,1,"17,18,7,24",9,11,20
3,1,"16,6,20,2,4,8,14",12,10,22
4,1,"21,10,19,9,13,1,23,25,11",18,10,28
2,2,5,19,14,33
machine,batch,jobs,starting time,processing time,completion time
1,1,"13,17,19",3,13,16
2,1,"6,4",5,7,12
3,1,"5,1,12,14,16",6,14,20
4,1,"18,23,24,25,22,8,15,20,21",8,14,22
2,2,"7,9,10",12,12,24
1,2,"2,3",18,11,29
3,2,11,19,14,33
machine,batch,jobs,starting time,processing time,completion time
1,1,"1,18,14",5,7,12
2,1,"15,25,7,23",8,9,17
3,1,"3,17,11,6,2,4,5",17,9,26
4,1,"13,8,20,10,12,9,19,21,22,16,24",28,8,36
machine,batch,jobs,starting time,processing time,completion time
