1,1,"22,9,20",14,10,24
2,1,"16,13,1,10",16,8,24
3,1,"6,17,8,25,7,21,18",17,10,27
4,1,"2,5,4,23,3,15",19,14,33
2,2,"14,11,24",24,11,35
1,2,"19,12",24,9,33
,,,,,
machine,batch,jobs,starting time,processing time,completion time
1,1,"10,1,11",19,14,33
2,1,"2,5,8,25",8,6,14
3,1,"3,18,13,15,17,23,24",8,14,22
4,1,"19,9,22,4,7,16",9,13,22
2,2,"6,14,12",14,14,28
4,2,"20,21",22,14,36
,,,,,
machine,batch,jobs,starting time,processing time,completion time
1,1,"11,5",17,4,21
2,1,"6,23,1,3",9,9,18
3,1,"2,25,12,21,7,10,14,16",27,9,36
4,1,"4,8,9,15,20,19",23,8,31
2,2,"13,22,17",26,7,33
